identity,file,location,condition_feature,statement_feature,vector
"(88772, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(88856, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(88970, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(89129, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(89325, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(89480, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(89567, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(89729, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(89848, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],294:6:9186:9239,"[u'UnaryOperator', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'UnaryOp']","[u'PrimaryExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 9, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
"(90025, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(90130, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(90201, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],493:6:15531:15552,"[u'Identifier', u'Identifier', u'Identifier', u'RelationalExpression', u'AndExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'PrimaryExpression', u'AssignmentExpr']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
"(90540, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],410:14:12889:12905,"[u'IncDec', u'Identifier', u'UnaryExpression', u'Identifier', u'RelationalExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
"(90562, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],404:12:12608:12645,"[u'Identifier', u'Identifier', u'Identifier', u'EqualityExpression', u'AndExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Condition', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
"(90902, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],535:6:17587:17589,"[u'UnaryOperator', u'Identifier', u'UnaryOp']","[u'Identifier', u'PrimaryExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
"(91052, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],695:13:22745:22781,"[u'Identifier', u'PrimaryExpression', u'RelationalExpression', u'Identifier', u'Callee', u'Identifier', u'PrimaryExpression', u'ArrayIndexing', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'PrimaryExpression', u'EqualityExpression', u'AndExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'PrimaryExpression', u'ArrayIndexing', u'Argument', u'ArgumentList', u'CallExpression', u'PrimaryExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"(91582, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],620:13:19905:19921,"[u'Identifier', u'PrimaryExpression', u'RelationalExpression', u'Identifier', u'PrimaryExpression', u'RelationalExpression', u'AndExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'PrimaryExpression', u'ArrayIndexing', u'Identifier', u'PrimaryExpression', u'ArrayIndexing', u'AssignmentExpr', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'PrimaryExpression', u'ArrayIndexing', u'PrimaryExpression', u'AssignmentExpr', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Condition', u'Condition', u'Condition', u'Identifier', u'PrimaryExpression', u'ArrayIndexing', u'PrimaryExpression', u'AssignmentExpr', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'ArrayIndexing', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 15, 0, 0, 0, 0, 0, 0, 9, 29, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 9]"
"(91738, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c'],589:12:19137:19137,[u'Identifier'],"[u'PrimaryExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"(92156, '')",[u'/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testTerminal.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(93969, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Tests/CTestTest/SmallAndFast/echoargs.c'],6:9:83:90,"[u'Identifier', u'Identifier', u'RelationalExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Identifier', u'ArrayIndexing', u'Argument', u'ArgumentList', u'CallExpression', u'IncDec', u'Identifier']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
"(94099, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Tests/CTestTestParallel/lockFile.c'],13:14:263:271,"[u'Identifier', u'PrimaryExpression', u'RelationalExpression']","[u'Identifier', u'IncDec', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2]"
"(94190, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Tests/CTestTestResourceLock/lockFile.c'],21:14:423:431,"[u'Identifier', u'PrimaryExpression', u'RelationalExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'IncDec', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2]"
"(94445, '')",[u'/data/download/CMake/cmake-master/cmake-master/Tests/CTestTestTimeout/sleep.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(94858, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Tests/CompileDefinitions/runtest.c'],36:6:892:939,"[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'PrimaryExpression', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'PrimaryExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
